dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
16.7	mM 	2.3000000000000007	min	3.0	0.01458249582143917																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.4000000000000004	min	3.0	0.015139897950605954																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.5	min	3.0	0.015599141214259092																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.6	min	3.0	0.01573512445464172																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.700000000000001	min	3.0	0.01775697567324802																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.8000000000000007	min	3.0	0.020022932491618524																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	2.9000000000000004	min	3.0	0.0200524539549309																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.0	min	3.0	0.020594910843295795																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.1	min	3.0	0.02071484178800232																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.200000000000001	min	3.0	0.02068901050760399																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.3000000000000007	min	3.0	0.02063365776389329																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.4000000000000004	min	3.0	0.020565389379983423																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.5	min	3.0	0.02048974063024546																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.6	min	3.0	0.020417782063421545																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.700000000000001	min	3.0	0.020355048953882748																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.8000000000000007	min	3.0	0.02031445694182823																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	3.9	min	3.0	0.020380880234280262																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.0	min	3.0	0.019958354290622704																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.1	min	3.0	0.0199343681016814																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.200000000000001	min	3.0	0.019938058284595446																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.300000000000001	min	3.0	0.019554279261534566																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.4	min	3.0	0.019408517036429717																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.5	min	3.0	0.018493351673746085																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.6	min	3.0	0.01947494032888256																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.700000000000001	min	3.0	0.0182509066562932																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.800000000000001	min	3.0	0.01739275461963159																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	4.9	min	3.0	0.017531690006344643																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.0	min	3.0	0.01724459377563261																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.1	min	3.0	0.01715621389484037																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.200000000000001	min	3.0	0.016992000755166096																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.300000000000001	min	3.0	0.016857862606240493																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.4	min	3.0	0.016713576454301257																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.5	min	3.0	0.016591984927283414																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.6	min	3.0	0.016525930653121974																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.700000000000001	min	3.0	0.016552130951811708																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.800000000000001	min	3.0	0.016653795491093696																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	5.9	min	3.0	0.016751769847461646																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.000000000000002	min	3.0	0.016749002210276108																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.1	min	3.0	0.016582759469998296																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.200000000000001	min	3.0	0.016680364808074836																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.299999999999999	min	3.0	0.01676117981389246																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.4	min	3.0	0.016861552789154542																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.500000000000002	min	3.0	0.016976686496072802																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.6	min	3.0	0.017101230169421073																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.700000000000001	min	3.0	0.017230386571413528																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.799999999999999	min	3.0	0.017358989445968063																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	6.9	min	3.0	0.017482426064442932																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.000000000000002	min	3.0	0.01759553017075847																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.1	min	3.0	0.01769313550883501																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.200000000000001	min	3.0	0.017770444840883477																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.299999999999999	min	3.0	0.01783280893213087																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.4	min	3.0	0.017858640212530013																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.500000000000002	min	3.0	0.017850521810119112																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.6	min	3.0	0.017815280563289963																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.700000000000001	min	3.0	0.017760296837870664																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.799999999999999	min	3.0	0.017692766490543608																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	7.9	min	3.0	0.017619885377991182																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.000000000000002	min	3.0	0.017548664847749258																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.1	min	3.0	0.0174093604427448																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.200000000000001	min	3.0	0.0172988394644691																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.299999999999999	min	3.0	0.017197359434332808																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.4	min	3.0	0.016821698813682832																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.500000000000002	min	3.0	0.01674291340846793																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.6	min	3.0	0.017570990454380056																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.700000000000001	min	3.0	0.01705196622751936																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.799999999999999	min	3.0	0.01635267656530747																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	8.9	min	3.0	0.01633071997696889																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.000000000000002	min	3.0	0.016013917773797962																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.1	min	3.0	0.01626890941315779																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.2	min	3.0	0.0160559858590181																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.3	min	3.0	0.015883469807785593																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.4	min	3.0	0.015873321804772775																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.500000000000002	min	3.0	0.015594343976470831																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.6	min	3.0	0.015572940915569359																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.7	min	3.0	0.015584564991748606																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.8	min	3.0	0.01574601049423816																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	9.9	min	3.0	0.015641024790333524																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.000000000000002	min	3.0	0.015390092352178334																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.1	min	3.0	0.015256323221543319																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.2	min	3.0	0.015342858010878535																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.3	min	3.0	0.015337322736507465																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.4	min	3.0	0.015150045953619583																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.500000000000002	min	3.0	0.015106870813525235																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.6	min	3.0	0.015175692724872208																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.7	min	3.0	0.015757634570417407																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.8	min	3.0	0.015193774621151039																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	10.9	min	3.0	0.014654085369970862																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.000000000000002	min	3.0	0.015054470216145768																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.1	min	3.0	0.015027162862581007																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.2	min	3.0	0.014613862376208568																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.3	min	3.0	0.014954466259175098																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.4	min	3.0	0.014688957598509422																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.500000000000002	min	3.0	0.01507347465815311																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.6	min	3.0	0.014752059726339625																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.7	min	3.0	0.015027347371727524																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.8	min	3.0	0.015049672978356693																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	11.9	min	3.0	0.014960555060983274																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.000000000000002	min	3.0	0.01485870601255558																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.1	min	3.0	0.014806489924321816																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.2	min	3.0	0.014763868311664574																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.3	min	3.0	0.01474910758000757																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.4	min	3.0	0.014757779509856397																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.500000000000002	min	3.0	0.014507031580846909																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.6	min	3.0	0.014648919113892012																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.7	min	3.0	0.0147817656987977																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.8	min	3.0	0.014807043451758923																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	12.9	min	3.0	0.014898744497172173																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.000000000000002	min	3.0	0.014847635463813439																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.1	min	3.0	0.014667923555899354																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.2	min	3.0	0.014501311797330135																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.3	min	3.0	0.014773831805531686																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.4	min	3.0	0.014692647781422654																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.500000000000002	min	3.0	0.014598179098823867																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.6	min	3.0	0.014707962040516763																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.7	min	3.0	0.015021443079064233																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.8	min	3.0	0.015164991194420658																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	13.9	min	3.0	0.014856491902807151																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.000000000000002	min	3.0	0.015444707059305415																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.1	min	3.0	0.015752468314336927																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.2	min	3.0	0.015162592575527342																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.3	min	3.0	0.015416292650867252																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.4	min	3.0	0.015262965550788602																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.500000000000002	min	3.0	0.015541205342508555																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.6	min	3.0	0.015682539348116552																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.7	min	3.0	0.01567921818349391																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.8	min	3.0	0.015843062304877593																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	14.9	min	3.0	0.016058753496203636																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.000000000000002	min	3.0	0.016719849765255135																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.1	min	3.0	0.015712614338866032																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.2	min	3.0	0.016041594145653315																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.3	min	3.0	0.015940667642954133																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.4	min	3.0	0.01594546488074239																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.500000000000002	min	3.0	0.016030339087765473																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.6	min	3.0	0.016017238938420605																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.7	min	3.0	0.01601742344756631																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.8	min	3.0	0.01601041210002962																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	15.9	min	3.0	0.0158908501736145																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.0	min	3.0	0.01591280676195308																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.1	min	3.0	0.01577903763131888																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.200000000000003	min	3.0	0.015639733226313606																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.299999999999997	min	3.0	0.015735308963787425																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.4	min	3.0	0.015735493472933126																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.5	min	3.0	0.015217576300946641																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.6	min	3.0	0.016679626771492026																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.700000000000003	min	3.0	0.01605561684072669																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.799999999999997	min	3.0	0.015179936435223362																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	16.9	min	3.0	0.015450980370260107																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.0	min	3.0	0.01487125263446334																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.1	min	3.0	0.015405775629563034																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.200000000000003	min	3.0	0.015412602467954022																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.299999999999997	min	3.0	0.015251710492900762																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.4	min	3.0	0.015891219191905906																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.5	min	3.0	0.015547109635170215																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.6	min	3.0	0.01565061926591005																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.700000000000003	min	3.0	0.01579232228980945																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.799999999999997	min	3.0	0.015810773204379684																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	17.9	min	3.0	0.01543695767518673																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.0	min	3.0	0.015378652785143974																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.1	min	3.0	0.015368135763839755																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.200000000000003	min	3.0	0.015192483057131122																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.3	min	3.0	0.015372379474190909																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.4	min	3.0	0.014800216613367936																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.5	min	3.0	0.014859444049138389																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.6	min	3.0	0.014862211686323925																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.700000000000003	min	3.0	0.014507216089991795																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.8	min	3.0	0.014388576709306005																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	18.9	min	3.0	0.014026569765438002																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.0	min	3.0	0.013867153863551175																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.1	min	3.0	0.014519578202754669																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.200000000000003	min	3.0	0.014495038486376257																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.3	min	3.0	0.014498175141853196																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.4	min	3.0	0.01444891119995067																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.5	min	3.0	0.014393927474531372																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.6	min	3.0	0.014381380852623612																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.700000000000003	min	3.0	0.014280269840778726																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.8	min	3.0	0.014250563868319835																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	19.9	min	3.0	0.014190044868529464																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.0	min	3.0	0.014033396603828989																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.1	min	3.0	0.013980257969866714																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.200000000000003	min	3.0	0.014126573722408673																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.3	min	3.0	0.014399647258048143																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.4	min	3.0	0.013982656588760843																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.5	min	3.0	0.013966973311375329																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.6	min	3.0	0.013883206159227281																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
16.7	mM 	20.700000000000003	min	3.0	0.013895568271989338																						mM/min 	rate	human	Alcazar2019_Etc4	Experiment22
																															
16.7	mM 	0.0	min	3.0	0.0011449842992892676																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.0999999999999996	min	3.0	0.0010793592564944075																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.200000000000001	min	3.0	0.0010164480312587333																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.3000000000000007	min	3.0	0.0009578953614969035																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.4000000000000003	min	3.0	0.0009657078665915297																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.5	min	3.0	0.0009408723240798286																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.5999999999999996	min	3.0	0.0009002472975881355																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.7000000000000011	min	3.0	0.0009143098067584626																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.8000000000000007	min	3.0	0.001187911958861845																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	0.9000000000000004	min	3.0	0.0017049353223346328																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.0	min	3.0	0.0026695741092816346																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.0999999999999996	min	3.0	0.003728620852530014																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.200000000000001	min	3.0	0.00454317730476446																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.3000000000000007	min	3.0	0.005778046531089432																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.4000000000000004	min	3.0	0.006256911974942514																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.5	min	3.0	0.0069566657207338215																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.5999999999999996	min	3.0	0.008276321186559785																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.700000000000001	min	3.0	0.00952056541899867																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.8000000000000007	min	3.0	0.01084211233342649																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	1.9000000000000004	min	3.0	0.012167771092640592																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.0	min	3.0	0.013680929974126448																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.1	min	3.0	0.015242608624094359																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.200000000000001	min	3.0	0.016722872747286687																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.3000000000000007	min	3.0	0.019032907148424053																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.4000000000000004	min	3.0	0.020751658269241816																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.5	min	3.0	0.021964652481302194																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.6	min	3.0	0.023531265345014075																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.700000000000001	min	3.0	0.024473700170113195																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.8000000000000007	min	3.0	0.026020576178848814																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	2.9000000000000004	min	3.0	0.026716300316749573																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.0	min	3.0	0.02707403081318736																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.1	min	3.0	0.027101991357736912																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.200000000000001	min	3.0	0.02718011640868317																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.3000000000000007	min	3.0	0.027202320370531056																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.4000000000000004	min	3.0	0.027203965108445714																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.5	min	3.0	0.02715297823309131																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.6	min	3.0	0.027076497920059346																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.700000000000001	min	3.0	0.027002484713900092																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.8000000000000007	min	3.0	0.026912024128593896																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	3.9	min	3.0	0.026642287110589958																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.0	min	3.0	0.026378306675287327																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.1	min	3.0	0.02604442487861172																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.200000000000001	min	3.0	0.025569917990232848																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.300000000000001	min	3.0	0.02516942430801359																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
16.7	mM 	4.4	min	3.0	0.023938337978891968																						mM/min 	rate	mouse	Alcazar2019_Etc10	Experiment23
